id,profilePicture,farmerId,status,cattle,cattleUID,cattleName,category,age,breed,weight,createdAt,updatedAt
243,https://res.cloudinary.com/your-highness/image/upload/v1616588697/yzp5mpsvwjjneboefsex.jpg,189,healthy,cow,380077930818,PEDDI,milking,2017-01-01 12:21:29+00,hf - holstein friesian,350,2021-03-24 12:24:58.423+00,2021-03-24 12:24:58.423+00
244,https://res.cloudinary.com/your-highness/image/upload/v1616588893/ritxjsdtxxc8abxym9bq.jpg,189,healthy,cow,390018245754,PEDDI NEW,milking,2015-01-01 12:26:06+00,hf - holstein friesian,360,2021-03-24 12:28:13.562+00,2021-03-24 12:28:13.562+00
245,https://res.cloudinary.com/your-highness/image/upload/v1616589339/w9je9ylqdp9bwd2uuw4e.jpg,202,healthy,cow,988555855555,Ramu,calf,2018-03-24 12:35:11+00,godavari,470,2021-03-24 12:35:39.475+00,2021-03-24 12:37:08.305+00
282,https://res.cloudinary.com/your-highness/image/upload/v1618423431/io3mjstpb6r3xl6jjgfn.jpg,246,healthy,cow,"",Sine,milking,2019-04-10 18:03:01+00,jersey,450,2021-04-14 18:03:51.585+00,2021-04-14 18:10:14.51+00
287,https://res.cloudinary.com/your-highness/image/upload/v1618463145/nckdaq5rf4x4emowtput.jpg,249,healthy,buffalo,369369258258,Ganga1,dry,2021-04-11 05:02:12+00,godavari,500,2021-04-15 05:05:45.683+00,2021-04-15 05:05:45.684+00
299,https://res.cloudinary.com/your-highness/image/upload/v1618661257/tj8h6q980sl2t8h72nlo.jpg,258,heat,cow,380096440197,Shabala,milking,2017-04-17 12:05:08+00,godavari,450,2021-04-17 12:07:38.056+00,2021-04-17 12:07:38.057+00
246,https://res.cloudinary.com/your-highness/image/upload/v1616589644/najlewbmrxqj0m10zbef.jpg,203,healthy,cow,984455555555,Ramu,milking,2018-03-22 12:40:22+00,godavari,450,2021-03-24 12:40:44.499+00,2021-03-24 12:45:38.177+00
298,https://res.cloudinary.com/your-highness/image/upload/v1618571211/pakmzbh4vrrbhvssxe1b.jpg,254,healthy,cow,123456789101,Imoji,milking,2010-01-01 11:03:06+00,godavari,400,2021-04-16 11:06:51.714+00,2021-04-17 14:34:21.651+00
300,https://res.cloudinary.com/your-highness/image/upload/v1618801020/vxeympd0vqsdnbgw7qye.jpg,260,heat,buffalo,369369369369,Yuiop,milking,2021-04-01 02:55:28+00,bhadawari,500,2021-04-19 02:57:00.968+00,2021-04-19 02:57:00.969+00
303,https://res.cloudinary.com/your-highness/image/upload/v1618914916/klcxvkupb0wk5kckrj8p.jpg,266,healthy,cow,"",Cow,calf,2020-07-16 10:34:07+00,godavari,150,2021-04-20 10:35:16.435+00,2021-04-20 10:35:16.435+00
552,https://res.cloudinary.com/your-highness/image/upload/v1619620162/karbkhdni4b1dcfed7jc.jpg,597,healthy,cow,"",Prada avu,milking,2016-04-28 14:23:49+00,godavari,450,2021-04-28 14:29:24.142+00,2021-04-28 14:29:24.143+00
553,https://res.cloudinary.com/your-highness/image/upload/v1619620399/vpskv0tkavruwcd648fc.jpg,600,healthy,buffalo,"",ND,dry,2016-04-20 14:31:09+00,other,350,2021-04-28 14:33:20.719+00,2021-04-28 14:33:20.719+00
4407,https://res.cloudinary.com/your-highness/image/upload/v1621660932/v6486ylmthryrkiwx73l.jpg,4108,healthy,cow,"",Lakshmi,milking,2018-05-22 05:18:39+00,jersey,500,2021-05-22 05:22:13.209+00,2021-05-22 05:22:13.211+00
4448,https://res.cloudinary.com/your-highness/image/upload/v1621686152/bk5bctrqrlcdpbas5pin.jpg,4151,healthy,cow,"",Brown,dry,2018-08-16 12:20:43+00,jersey,550,2021-05-22 12:22:32.617+00,2021-05-22 12:22:32.617+00
302,https://res.cloudinary.com/your-highness/image/upload/v1618887353/zgcicvg68r5slsj0mgz6.jpg,263,healthy,cow,955855856856,Sine,calf,2019-04-25 02:55:21+00,jersey,450,2021-04-20 02:55:53.664+00,2021-04-20 02:56:07.265+00
4461,https://res.cloudinary.com/your-highness/image/upload/v1621689596/exzdgpscopviakkqyuyi.jpg,4164,healthy,cow,"",Livi,milking,2018-05-22 13:18:43+00,jersey,420,2021-05-22 13:19:56.899+00,2021-05-22 13:44:07.77+00
4476,https://res.cloudinary.com/your-highness/image/upload/v1621736156/dx5cyv886fqa2fk0dkwk.jpg,4187,healthy,cow,256341789719,jersey,calf,2018-06-10 02:13:37+00,jersey,285,2021-05-23 02:15:56.797+00,2021-05-23 02:15:56.797+00
295,https://res.cloudinary.com/your-highness/image/upload/v1618545883/ajewy1bghjn63wwxoqbm.jpg,252,healthy,buffalo,"",Arjun,calf,2021-04-04 04:03:39+00,godavari,500,2021-04-16 04:04:43.414+00,2021-04-16 04:04:43.415+00
296,https://res.cloudinary.com/your-highness/image/upload/v1618550558/vnmwkmh43vrvdxaf7kos.jpg,251,healthy,buffalo,"",Ganga w,milking,2021-04-11 05:20:59+00,hf - holstein friesian,250,2021-04-16 05:22:39.026+00,2021-04-16 05:22:39.026+00
2657,https://res.cloudinary.com/your-highness/image/upload/v1619963373/ujk07clt7jg0yvvvl1uj.jpg,2477,healthy,cow,"",Radha,milking,2019-05-02 13:42:19+00,godavari,500,2021-05-02 13:49:34.373+00,2021-05-02 13:49:34.374+00
290,https://res.cloudinary.com/your-highness/image/upload/v1618504193/flajaztsdfd0jct8bwaq.jpg,251,sick,cow,364925872231,Gahhffd,heifer,2021-04-11 16:25:49+00,godavari,258,2021-04-15 16:29:53.835+00,2021-04-16 08:59:42.668+00
260,https://res.cloudinary.com/your-highness/image/upload/v1616746519/pmmgyucwgulr0cuhxtlg.jpg,211,healthy,cow,"",Nandini,calf,1987-03-26 08:11:57+00,godavari,500,2021-03-26 08:15:20.158+00,2021-03-26 08:15:20.159+00
261,https://res.cloudinary.com/your-highness/image/upload/v1616746540/qoymjxvyuyetcixnqyvk.jpg,211,healthy,cow,"",Nandini,calf,1987-03-26 08:11:57+00,godavari,500,2021-03-26 08:15:41.632+00,2021-03-26 08:15:41.632+00
262,https://res.cloudinary.com/your-highness/image/upload/v1616779531/hawtrmfdtcj0qu1ycj7k.jpg,214,healthy,cow,"",Ramu,calf,2019-03-26 17:24:50+00,godavari,430,2021-03-26 17:25:31.506+00,2021-03-26 17:25:31.507+00
263,https://res.cloudinary.com/your-highness/image/upload/v1616781336/alsyr4kuuvkbbwbcqexh.jpg,215,healthy,cow,984555445554,Ramu,calf,2019-03-06 17:55:02+00,godavari,430,2021-03-26 17:55:36.762+00,2021-03-26 17:55:54.133+00
264,https://res.cloudinary.com/your-highness/image/upload/v1616783643/mstawaqpvgdexqqwtukj.jpg,218,healthy,cow,657348546265,Ramu,calf,2019-03-13 18:33:29+00,godavari,420,2021-03-26 18:34:03.73+00,2021-03-26 18:34:42.668+00
297,https://res.cloudinary.com/your-highness/image/upload/v1618571062/icyr96sdhaowclypbzqt.jpg,255,healthy,cow,"",Sine,calf,2019-04-18 11:03:51+00,jersey,450,2021-04-16 11:04:22.364+00,2021-04-16 11:04:22.365+00
305,https://res.cloudinary.com/your-highness/image/upload/v1619012526/tlaogaqz5yii6duhnyqc.jpg,274,healthy,cow,"",Xy,calf,2019-04-21 13:37:33+00,godavari,90,2021-04-21 13:42:07.664+00,2021-04-21 13:42:07.665+00
306,https://res.cloudinary.com/your-highness/image/upload/v1619078145/obfmkhola62gesp4uok1.jpg,279,healthy,cow,123456789539,Luna,milking,2019-01-01 07:47:00+00,godavari,100,2021-04-22 07:55:45.883+00,2021-04-22 07:55:45.883+00
307,https://res.cloudinary.com/your-highness/image/upload/v1619168507/dahd85ff9f9ub6ggbft5.jpg,284,healthy,cow,"",Hf,calf,2021-04-18 08:58:10+00,godavari,600,2021-04-23 09:01:47.414+00,2021-04-23 09:01:47.415+00
308,https://res.cloudinary.com/your-highness/image/upload/v1619168599/d9eebgwgpzuvschyvl8i.jpg,284,healthy,cow,"",Hf,calf,2021-04-18 09:01:55+00,godavari,600,2021-04-23 09:03:19.945+00,2021-04-23 09:03:19.945+00
309,https://res.cloudinary.com/your-highness/image/upload/v1619242516/fbivyro4kanvzeevjavt.jpg,289,healthy,cow,123456789123,Bala,calf,2020-04-24 05:33:49+00,godavari,120,2021-04-24 05:35:16.517+00,2021-04-24 05:35:16.518+00
310,https://res.cloudinary.com/your-highness/image/upload/v1619243435/mqt3zj8czeogiwgwborj.jpg,291,healthy,cow,232145638512,Rani,calf,2019-04-24 05:47:49+00,jersey,160,2021-04-24 05:50:35.583+00,2021-04-24 05:50:35.584+00
311,https://res.cloudinary.com/your-highness/image/upload/v1619243456/kpla0v1jphqusjw9losi.jpg,290,healthy,cow,123456789999,Black,calf,2018-04-24 05:43:32+00,godavari,100,2021-04-24 05:50:56.715+00,2021-04-24 05:50:56.716+00
312,https://res.cloudinary.com/your-highness/image/upload/v1619244322/twnrr8alwoj8xieygtzi.jpg,292,healthy,cow,000000482355,Dade,dry,2020-04-30 05:56:44+00,gir,150,2021-04-24 06:05:23.011+00,2021-04-24 06:05:23.012+00
415,https://res.cloudinary.com/your-highness/image/upload/v1619587103/t4uyh6metgue9tkbpeqj.jpg,381,healthy,cow,170042414846,Pottu cow,milking,2017-04-01 05:03:35+00,jersey,250,2021-04-28 05:18:24.714+00,2021-04-28 05:18:24.715+00
314,https://res.cloudinary.com/your-highness/image/upload/v1619261976/kvzdsdfi57kaivhkhu5y.jpg,296,healthy,cow,000000123456,Peda,milking,2018-09-10 10:48:36+00,godavari,200,2021-04-24 10:59:37.141+00,2021-04-24 10:59:37.141+00
315,https://res.cloudinary.com/your-highness/image/upload/v1619262025/m1ahbex6ktlbzjr8hrfn.jpg,297,healthy,cow,000000045635,Red,milking,2019-04-24 10:58:01+00,godavari,180,2021-04-24 11:00:26.025+00,2021-04-24 11:00:26.025+00
891,https://res.cloudinary.com/your-highness/image/upload/v1619680926/qrrqtqe5msphaxeyrfsf.jpg,913,healthy,cow,123456789012,HF 01,milking,2019-04-29 07:27:26+00,godavari,250,2021-04-29 07:22:07.096+00,2021-04-29 07:22:07.098+00
317,https://res.cloudinary.com/your-highness/image/upload/v1619326747/myfj3l8uegxgoz7lotpd.jpg,276,heat,buffalo,"",Tima,calf,2021-04-14 04:56:36+00,godavari,60,2021-04-25 04:59:08.136+00,2021-04-25 04:59:08.136+00
384,https://res.cloudinary.com/your-highness/image/upload/v1619526693/p7zmbfvee88xi22gq9hb.jpg,378,healthy,cow,128000001245,Jersy,calf,2019-02-13 12:27:40+00,jersey,250,2021-04-27 12:31:34.219+00,2021-04-27 12:31:34.219+00
319,https://res.cloudinary.com/your-highness/image/upload/v1619327052/hkushgdueyysl16j8n4c.jpg,276,heat,buffalo,"",Rima,calf,2021-04-05 05:03:30+00,surti,60,2021-04-25 05:04:13.32+00,2021-04-25 05:04:13.32+00
320,https://res.cloudinary.com/your-highness/image/upload/v1619327256/kkebbhaksip2xtfbpjyy.jpg,276,healthy,buffalo,"",Kifa nema,calf,2021-04-07 05:06:26+00,surti,60,2021-04-25 05:07:36.855+00,2021-04-25 05:07:36.856+00
321,https://res.cloudinary.com/your-highness/image/upload/v1619338585/ztgchgayws6qxwkdoyty.jpg,298,healthy,cow,"",Sine,calf,2019-04-25 08:15:41+00,godavari,450,2021-04-25 08:16:26.091+00,2021-04-25 08:16:26.099+00
322,https://res.cloudinary.com/your-highness/image/upload/v1619508295/ox2elkompt50wwou4cyu.jpg,264,healthy,cow,000000245636,Black,milking,2019-04-27 07:23:20+00,godavari,200,2021-04-27 07:24:55.446+00,2021-04-27 07:24:55.446+00
385,https://res.cloudinary.com/your-highness/image/upload/v1619527001/mrld5nfntbwaqu6rejkj.jpg,341,healthy,cow,"",Cow,milking,2018-04-27 12:35:12+00,jersey,500,2021-04-27 12:36:41.615+00,2021-04-27 12:36:41.615+00
387,https://res.cloudinary.com/your-highness/image/upload/v1619528374/pagtarjidyaefajpxkdn.jpg,381,healthy,cow,141125364512,Ramu,calf,2020-12-01 12:58:11+00,godavari,300,2021-04-27 12:59:35.543+00,2021-04-27 12:59:35.543+00
325,https://res.cloudinary.com/your-highness/image/upload/v1619510794/ynve1ghbypnfvi591ca6.jpg,306,healthy,cow,"",Matha,milking,2018-08-05 08:02:12+00,gir,500,2021-04-27 08:06:34.601+00,2021-04-27 08:06:34.601+00
326,https://res.cloudinary.com/your-highness/image/upload/v1619510996/sriazdh6qghex2og7yys.jpg,303,healthy,cow,"",Gangotri,dry,2018-04-15 08:05:23+00,sahiwal,480,2021-04-27 08:09:57.3+00,2021-04-27 08:09:57.301+00
7728,https://res.cloudinary.com/your-highness/image/upload/v1623460306/ykjblnzpvcszvcacprmw.jpg,7582,healthy,cow,123456789123,Jersy,milking,2017-06-12 01:10:01+00,jersey,350,2021-06-12 01:11:47.165+00,2021-06-12 01:11:47.166+00
328,https://res.cloudinary.com/your-highness/image/upload/v1619512992/wht83dhdaesyzxnngqdk.jpg,314,healthy,cow,"",Rani,calf,2019-04-10 08:39:19+00,godavari,350,2021-04-27 08:43:12.724+00,2021-04-27 08:43:12.724+00
389,https://res.cloudinary.com/your-highness/image/upload/v1619528682/fb9tud1smqynbdidbzff.jpg,376,healthy,cow,343683654321,Jersey,milking,2021-04-01 12:53:25+00,jersey,250,2021-04-27 13:04:43.014+00,2021-04-27 13:04:43.016+00
329,https://res.cloudinary.com/your-highness/image/upload/v1619513156/ywv5o46hdxakfmd2g5jz.jpg,312,healthy,cow,370031491113,Jersey,milking,2018-01-02 08:24:33+00,jersey,750,2021-04-27 08:45:57.187+00,2021-04-27 08:48:32.676+00
331,https://res.cloudinary.com/your-highness/image/upload/v1619513629/lkc0dffxc88wybpfvovc.jpg,312,healthy,cow,370031491250,Jersey,milking,2017-01-03 08:48:51+00,jersey,745,2021-04-27 08:53:50.339+00,2021-04-27 08:53:50.34+00
332,https://res.cloudinary.com/your-highness/image/upload/v1619513638/ehyfmyjrvatwdzwg9iuj.jpg,316,healthy,cow,"",Sakri,calf,2019-02-15 08:49:50+00,godavari,400,2021-04-27 08:53:59.176+00,2021-04-27 08:53:59.177+00
334,https://res.cloudinary.com/your-highness/image/upload/v1619513908/y6ejwwll6raqwhpsrxwm.jpg,312,healthy,cow,370031491432,Jersey,milking,2017-02-03 08:56:17+00,jersey,766,2021-04-27 08:58:29.177+00,2021-04-27 08:58:29.178+00
335,https://res.cloudinary.com/your-highness/image/upload/v1619514085/nsengtpcqvx2tqr8kbak.jpg,312,healthy,cow,370031491886,Jersey,milking,2017-02-08 08:58:56+00,jersey,750,2021-04-27 09:01:26.343+00,2021-04-27 09:01:26.343+00
336,https://res.cloudinary.com/your-highness/image/upload/v1619514266/txhhjs03932zbitagsvb.jpg,312,healthy,cow,370031487791,Jersey,dry,2016-04-04 09:01:40+00,jersey,753,2021-04-27 09:04:26.746+00,2021-04-27 09:04:26.746+00
337,https://res.cloudinary.com/your-highness/image/upload/v1619514589/gykduwj7iiawg6kendmv.jpg,324,healthy,buffalo,"",Mohasana,milking,2015-01-14 09:02:05+00,hf - holstein friesian,500,2021-04-27 09:09:50.133+00,2021-04-27 09:09:50.133+00
338,https://res.cloudinary.com/your-highness/image/upload/v1619515350/qoc4d2pyjbqjltnzqsfw.jpg,310,healthy,cow,"",Rani,calf,2016-02-10 09:21:11+00,godavari,350,2021-04-27 09:22:31.188+00,2021-04-27 09:22:31.188+00
339,https://res.cloudinary.com/your-highness/image/upload/v1619515418/kuxjmj714ordnvpjomoz.jpg,334,healthy,cow,"",Rani,calf,2018-05-10 09:22:18+00,godavari,400,2021-04-27 09:23:38.803+00,2021-04-27 09:23:38.804+00
340,https://res.cloudinary.com/your-highness/image/upload/v1619516205/z4pep5dxku3vlaqj2nb8.jpg,330,healthy,cow,"",Rani,heifer,2020-11-07 09:33:51+00,godavari,120,2021-04-27 09:36:45.608+00,2021-04-27 09:36:45.609+00
341,https://res.cloudinary.com/your-highness/image/upload/v1619516307/hjszvjuncshahp5ydnz2.jpg,321,healthy,cow,"",Sine,calf,2019-04-10 09:37:27+00,godavari,450,2021-04-27 09:38:28.215+00,2021-04-27 09:38:28.215+00
342,https://res.cloudinary.com/your-highness/image/upload/v1619516693/cuhqcczi3r2n4xgdfeux.jpg,339,healthy,cow,642657751457,Y sidhareddy,milking,2016-01-10 09:36:23+00,hf - holstein friesian,300,2021-04-27 09:44:53.75+00,2021-04-27 09:44:53.75+00
343,https://res.cloudinary.com/your-highness/image/upload/v1619516864/b7xvzj0iih0uruchx7td.jpg,343,healthy,cow,"",Cow,calf,2015-07-31 09:45:22+00,godavari,450,2021-04-27 09:47:44.291+00,2021-04-27 09:47:44.291+00
345,https://res.cloudinary.com/your-highness/image/upload/v1619516896/xvoqaikuxzklzacnou2c.jpg,319,healthy,cow,288351234562,Jersey,calf,2018-04-27 09:42:59+00,jersey,280,2021-04-27 09:48:17.722+00,2021-04-27 09:48:17.722+00
344,https://res.cloudinary.com/your-highness/image/upload/v1619516868/o3zor8k8lgjb5fyencoj.jpg,328,healthy,buffalo,"",Ganga,milking,2015-04-27 09:39:56+00,godavari,250,2021-04-27 09:47:48.932+00,2021-04-27 09:49:08.442+00
346,https://res.cloudinary.com/your-highness/image/upload/v1619517341/zpqckvazxigljgvd7rlu.jpg,345,healthy,cow,"",Rani,calf,2017-05-04 09:46:48+00,godavari,380,2021-04-27 09:55:42.68+00,2021-04-27 09:55:42.68+00
347,https://res.cloudinary.com/your-highness/image/upload/v1619518462/duq4hdrsd9h2miqidek6.jpg,342,healthy,cow,000000044301,Jersey ,milking,2018-09-01 10:08:55+00,jersey,120,2021-04-27 10:14:23.63+00,2021-04-27 10:14:23.631+00
348,https://res.cloudinary.com/your-highness/image/upload/v1619518867/s01bcqbbk97y8g1nledy.jpg,349,healthy,cow,"",Jersey,calf,2017-04-27 10:19:11+00,godavari,200,2021-04-27 10:21:07.396+00,2021-04-27 10:21:07.396+00
349,https://res.cloudinary.com/your-highness/image/upload/v1619519181/hiw5gzlz7wmcpg9pytmf.jpg,350,healthy,cow,"",Rani,calf,2017-05-10 10:25:36+00,hf - holstein friesian,400,2021-04-27 10:26:22.061+00,2021-04-27 10:26:22.061+00
350,https://res.cloudinary.com/your-highness/image/upload/v1619519337/wszvklrdz65qmbipdayh.jpg,344,healthy,cow,416236416236,Hf,calf,2018-05-07 10:24:39+00,godavari,280,2021-04-27 10:28:57.607+00,2021-04-27 10:28:57.607+00
351,https://res.cloudinary.com/your-highness/image/upload/v1619519380/x6bltx0puqjejwnmxnjs.jpg,352,healthy,cow,000000044301,Jersey,milking,2018-11-01 10:28:16+00,jersey,120,2021-04-27 10:29:40.751+00,2021-04-27 10:29:40.751+00
353,https://res.cloudinary.com/your-highness/image/upload/v1619519950/tcf1fxf28drfilk12998.jpg,301,healthy,cow,125467892698,Jersey,calf,2020-02-06 10:36:58+00,jersey,280,2021-04-27 10:39:11.013+00,2021-04-27 10:39:11.018+00
354,https://res.cloudinary.com/your-highness/image/upload/v1619519983/oxlx3xqgr1utwnharybl.jpg,355,healthy,cow,"",Rani,calf,2017-05-10 10:38:42+00,godavari,400,2021-04-27 10:39:43.247+00,2021-04-27 10:39:43.247+00
4408,https://res.cloudinary.com/your-highness/image/upload/v1621661437/txgizybxer6vkpmm0y2t.jpg,4111,healthy,cow,123456789123,LAKSHMI,dry,2018-05-22 05:27:20+00,jersey,350,2021-05-22 05:30:37.499+00,2021-05-22 05:30:37.5+00
356,https://res.cloudinary.com/your-highness/image/upload/v1619521124/xhvmowxgfb3ogloh0kt3.jpg,312,healthy,cow,102489380707,Jersey,milking,2019-02-06 10:56:06+00,jersey,740,2021-04-27 10:58:45+00,2021-04-27 10:58:45+00
357,https://res.cloudinary.com/your-highness/image/upload/v1619521223/i8m89xymnvos1wq85g4w.jpg,323,healthy,cow,380073145215,Cow,milking,2015-07-02 10:56:12+00,godavari,130,2021-04-27 11:00:24.101+00,2021-04-27 11:00:24.102+00
358,https://res.cloudinary.com/your-highness/image/upload/v1619521240/w0a942vdfb2lqtrjvncg.jpg,312,healthy,cow,370031491022,Jersey,milking,2019-03-03 10:58:53+00,jersey,745,2021-04-27 11:00:41.272+00,2021-04-27 11:00:41.272+00
333,https://res.cloudinary.com/your-highness/image/upload/v1619521607/k19zmjkn9sypzcnn4wdf.jpg,312,healthy,cow,370031487483,Jersey,milking,2017-03-06 08:54:01+00,jersey,755,2021-04-27 08:56:04.892+00,2021-04-27 11:06:48.372+00
386,https://res.cloudinary.com/your-highness/image/upload/v1619528272/f3bcazaetqau2rp6jtia.jpg,308,healthy,cow,829747611812,Jersey,calf,2018-09-20 12:55:05+00,godavari,270,2021-04-27 12:57:52.248+00,2021-04-27 12:57:52.248+00
361,https://res.cloudinary.com/your-highness/image/upload/v1619521664/zx353uis71uzsnxogqad.jpg,359,healthy,cow,160235283222,Jersey,milking,2016-02-17 11:01:29+00,jersey,480,2021-04-27 11:07:44.88+00,2021-04-27 11:07:44.88+00
388,https://res.cloudinary.com/your-highness/image/upload/v1619528447/wnzj9d6kuuhv7rzlevm6.jpg,381,healthy,cow,141122334455,Vadu,calf,2020-12-02 13:00:03+00,godavari,300,2021-04-27 13:00:48.627+00,2021-04-27 13:00:48.628+00
363,https://res.cloudinary.com/your-highness/image/upload/v1619521874/ojbgfua0pgonn6uiulnr.jpg,338,healthy,cow,380054545743,Cow,milking,2015-08-06 11:08:23+00,jersey,143,2021-04-27 11:11:15.28+00,2021-04-27 11:11:15.28+00
364,https://res.cloudinary.com/your-highness/image/upload/v1619522020/xnyqfypcto5xtwigccfu.jpg,338,healthy,cow,380054545721,Jersey cow,heifer,2019-02-14 11:11:48+00,jersey,103,2021-04-27 11:13:40.918+00,2021-04-27 11:13:40.919+00
365,https://res.cloudinary.com/your-highness/image/upload/v1619522112/qjngs2juvzvfevvbjnev.jpg,362,healthy,cow,"",Rani,calf,2016-04-07 11:13:27+00,godavari,400,2021-04-27 11:15:13.066+00,2021-04-27 11:15:13.067+00
366,https://res.cloudinary.com/your-highness/image/upload/v1619522143/ggoz8wjqvtduauilfrmc.jpg,338,healthy,cow,380054545674,Jxo,calf,2017-07-06 11:13:47+00,jersey,130,2021-04-27 11:15:43.913+00,2021-04-27 11:15:43.913+00
367,https://res.cloudinary.com/your-highness/image/upload/v1619522147/bgwoyw7ixqfcwrx5ckag.jpg,325,healthy,cow,552245369878,jersey ,calf,2018-08-10 11:13:59+00,jersey,283,2021-04-27 11:15:48.485+00,2021-04-27 11:15:48.485+00
368,https://res.cloudinary.com/your-highness/image/upload/v1619522171/pll6jrm84hcsdzo1aucz.jpg,346,healthy,cow,380058520551,Cow,milking,2017-05-20 10:57:40+00,jersey,200,2021-04-27 11:16:12.016+00,2021-04-27 11:16:12.017+00
369,https://res.cloudinary.com/your-highness/image/upload/v1619522361/bblkvlcr2iabrvszp3jd.jpg,338,healthy,cow,380073145215,Jersey cow,calf,2014-10-02 11:16:21+00,godavari,140,2021-04-27 11:19:22.631+00,2021-04-27 11:19:22.631+00
370,https://res.cloudinary.com/your-highness/image/upload/v1619522540/cqgeo4xqvevmuuegfd3i.jpg,367,healthy,cow,555286655744,Cow ,calf,2017-04-27 11:20:22+00,jersey,250,2021-04-27 11:22:20.922+00,2021-04-27 11:22:20.922+00
371,https://res.cloudinary.com/your-highness/image/upload/v1619522649/lnlyftkn27l8alppg5bz.jpg,361,healthy,cow,"",Hf,calf,2017-07-01 11:21:32+00,godavari,300,2021-04-27 11:24:09.956+00,2021-04-27 11:24:09.957+00
372,https://res.cloudinary.com/your-highness/image/upload/v1619523257/yhejfckmpyjk7i5r4gim.jpg,356,healthy,cow,252525252525,Bindu,calf,2020-04-27 11:31:39+00,godavari,125,2021-04-27 11:34:18.032+00,2021-04-27 11:34:18.033+00
373,https://res.cloudinary.com/your-highness/image/upload/v1619523458/dkflbbly6yfqoth8eymz.jpg,347,healthy,cow,112233445566,Cow,calf,2019-04-27 11:35:16+00,godavari,180,2021-04-27 11:37:38.746+00,2021-04-27 11:37:38.746+00
374,https://res.cloudinary.com/your-highness/image/upload/v1619523708/cuy7lzzwzadwsnjz9ye5.jpg,366,healthy,cow,174823645895,Jersey ,calf,2015-04-28 11:26:57+00,jersey,120,2021-04-27 11:41:48.367+00,2021-04-27 11:41:48.368+00
375,https://res.cloudinary.com/your-highness/image/upload/v1619523708/qzs1n0golrfovzatdvvu.jpg,365,healthy,cow,123146146123,Cow,calf,2017-11-17 11:38:17+00,godavari,180,2021-04-27 11:41:48.968+00,2021-04-27 11:41:48.969+00
376,https://res.cloudinary.com/your-highness/image/upload/v1619523837/ceql0nxh33ycaclmwcko.jpg,358,healthy,cow,934699638212,Jersey,calf,2018-04-27 11:40:20+00,godavari,270,2021-04-27 11:43:57.81+00,2021-04-27 11:43:57.811+00
377,https://res.cloudinary.com/your-highness/image/upload/v1619523858/k5in4zdblhxk8qxtqsau.jpg,364,healthy,cow,365114245144,Jersey,milking,2016-04-27 11:39:26+00,jersey,600,2021-04-27 11:44:18.679+00,2021-04-27 11:44:18.679+00
892,https://res.cloudinary.com/your-highness/image/upload/v1619681088/pkfcsxbigeu6pjzaeoqs.jpg,912,healthy,cow,"",Jersey,milking,2016-04-01 07:18:26+00,jersey,300,2021-04-29 07:24:49.734+00,2021-04-29 07:24:49.735+00
379,https://res.cloudinary.com/your-highness/image/upload/v1619525252/qeg5lmoximv4zor97ymo.jpg,372,healthy,cow,123456789123,Jersey,calf,2018-06-06 12:03:12+00,jersey,270,2021-04-27 12:07:33.025+00,2021-04-27 12:07:33.025+00
380,https://res.cloudinary.com/your-highness/image/upload/v1619525496/gumwm8e3xq8bw0dyhifm.jpg,375,healthy,cow,170024352554,Laxmi. ,milking,2014-04-16 12:08:55+00,godavari,250,2021-04-27 12:11:37.499+00,2021-04-27 12:11:37.499+00
381,https://res.cloudinary.com/your-highness/image/upload/v1619525698/rwdupcnph5xhq8jlh3zv.jpg,375,healthy,cow,519677730761,Laxmi2,milking,2014-04-26 12:11:51+00,jersey,300,2021-04-27 12:14:58.843+00,2021-04-27 12:14:58.843+00
382,https://res.cloudinary.com/your-highness/image/upload/v1619525753/ssms1x7msqy2oymyvq9z.jpg,374,healthy,cow,120473120473,Cow,milking,2021-04-08 12:11:35+00,jersey,250,2021-04-27 12:15:54.276+00,2021-04-27 12:15:54.277+00
383,https://res.cloudinary.com/your-highness/image/upload/v1619526155/urrxdkhe8uspjkksjnr9.jpg,313,healthy,cow,100000002345,Cow,milking,2021-03-01 12:12:03+00,jersey,150,2021-04-27 12:22:35.516+00,2021-04-27 12:22:35.516+00
390,https://res.cloudinary.com/your-highness/image/upload/v1619528816/j6sjpb1gdlx7jhqszg35.jpg,381,healthy,cow,112233445566,Ramu,calf,2020-04-27 13:06:03+00,godavari,250,2021-04-27 13:06:57.093+00,2021-04-27 13:06:57.094+00
391,https://res.cloudinary.com/your-highness/image/upload/v1619530642/zppyyvp3u27wnobjzm1y.jpg,385,healthy,buffalo,351553645279,Iffoco Tokyo,calf,2011-03-18 13:30:13+00,godavari,500,2021-04-27 13:37:23.495+00,2021-04-27 13:37:23.495+00
399,https://res.cloudinary.com/your-highness/image/upload/v1619552108/wtug5atngpswctx2252f.jpg,406,healthy,cow,"",Thjj,calf,2021-03-31 19:34:09+00,godavari,555,2021-04-27 19:35:09.579+00,2021-04-27 19:35:09.579+00
393,https://res.cloudinary.com/your-highness/image/upload/v1619534291/xlz54c1rou6w0qehcewo.jpg,382,healthy,buffalo,"",Gm,calf,2017-05-17 14:36:43+00,godavari,320,2021-04-27 14:38:12.032+00,2021-04-27 14:38:12.032+00
